StarID,HIP,HD,HR,Gliese,BayerFlamsteed,ProperName,RA,Dec,Distance,PMRA,PMDec,RV,Mag,AbsMag,Spectrum,ColorIndex,X,Y,Z,VX,VY,VZ
278,278,225095,,,,,0.05754128,55.55090206,358.4229390681,-0.95,-0.68,,7.94,0.168021016367989,B2IVne+...,-0.023,202.72748,3.05417,295.56597,9.99e-07,-1.635e-06,-6.68e-07
279,279,,,,,,0.05758499,62.35780416,1234.56790123457,-1.44,0.85,,8.69,-1.76757490560675,B8V,0.120,572.71091,8.63468,1093.65696,-4.376e-06,-8.685e-06,2.36e-06
280,280,225104,,,,,0.05775108,53.31270092,207.03933747412,-15.35,-4.99,,8.15,1.56973565375756,A2,0.134,123.68097,1.87009,166.02652,4.248e-06,-1.5343e-05,-2.992e-06
281,281,236286,,,,,0.05841247,55.05995058,347.222222222222,3.72,4.16,,8.45,0.746962438796155,M0,1.655,198.83751,3.04092,284.63602,-5.835e-06,6.173e-06,4.01e-06
282,282,225106,,,,,0.05842847,19.38157170,617.283950617284,0.04,-31.13,,7.92,-1.03242492728684,K0,1.408,582.234,8.90685,204.85045,3.0908e-05,5.92e-07,-8.7874e-05
283,283,225107,,,,,0.05847703,12.35682896,200.400801603206,-15.05,-3.46,,7.45,0.94050272811695,A5,0.353,195.73533,2.99679,42.88564,9.43e-07,-1.4608e-05,-3.283e-06
284,284,225113,,,,,0.05855585,-65.82756660,473.9336492891,22.94,25.33,,9.01,0.631412276488465,G8III,0.956,194.04551,2.97492,-432.37783,5.2278e-05,5.3512e-05,2.383e-05
285,285,225112,,,,,0.05871155,-35.60222342,724.63768115942,56.12,-2.58,,8.55,-0.750604567993815,K1IV/VCN...,1.212,589.11748,9.05583,-421.8511,-8.305e-06,0.000197036,-7.369e-06
286,286,,,,,,0.05875343,78.71780714,9090.90909090909,16.55,7.75,,9.23,-5.56303657420887,K0,1.006,1778.34749,27.356,8915.2319,-0.000346122,0.000724122,6.682e-05
287,287,,,,,,0.0590537,-13.22726530,840.336134453782,19.34,-11.02,,9.16,-0.462265193037345,K5,1.538,817.94436,12.6466,-192.28079,-1.1488e-05,7.8617e-05,-4.3701e-05
288,288,225105,,,,,0.05925061,42.35221969,182.149362477231,98.95,-46.75,,7.90,1.59786172225046,K0,1.071,134.59535,2.08798,122.71153,2.6451e-05,8.7794e-05,-3.0507e-05
289,289,225122,,,,,0.06015723,-51.80908752,287.35632183908,5.81,-5.03,,8.68,1.38789621973291,K0III,1.011,177.6457,2.79799,-225.84912,-5.633e-06,8.005e-06,-4.332e-06
290,290,225120,,,,,0.06027427,-31.09403248,65.5307994757536,93.72,-42.84,,7.78,3.69777266809431,F8/G0V,0.563,56.1084,0.88545,-33.84299,-7.497e-06,2.9657e-05,-1.1653e-05
291,291,225119,,,,,0.06030294,-28.41713516,684.931506849315,10.67,-0.76,,8.21,-0.968235721077813,Ap...,-0.123,602.3265,9.50988,-325.95017,-1.76e-06,3.5404e-05,-2.219e-06
292,292,225114,,,,,0.06058045,70.30603307,342.465753424658,10.74,-1.86,,8.11,0.436914257242092,A0,-0.019,115.39511,1.83031,322.43357,2.624e-06,1.7874e-05,-1.04e-06
293,293,225133,,,,,0.06105999,-57.16443914,76.103500761035,25.57,-9.58,,8.29,3.88297682611881,F6V,0.488,41.26031,0.65962,-63.94446,-3.12e-06,9.384e-06,-1.916e-06
294,294,225127,,,,,0.06114376,03.90700467,115.874855156431,-23.55,-12.87,,7.89,2.57005397857605,F0,0.401,115.59074,1.85046,7.89539,7.04e-07,-1.3219e-05,-7.212e-06
295,295,225121,,,,,0.06124434,-41.09585606,353.356890459364,12.38,-11.99,,9.67,1.92893217762145,F0V,0.397,266.25938,4.26949,-232.26881,-1.3838e-05,2.0987e-05,-1.5478e-05
296,296,225118,,,,,0.06147189,-28.39584776,39.5413206801107,280.23,-143.11,,8.24,5.25474414672202,G8V,0.780,34.77932,0.55976,-18.80428,-1.3908e-05,5.3499e-05,-2.4131e-05
297,297,225124,,,,,0.06162965,48.43692667,155.763239875389,-25.44,-8.19,,6.80,0.837675140344267,A2,0.060,103.32675,1.66728,116.54607,4.936e-06,-1.9132e-05,-4.102e-06
298,298,225126,,,,,0.06179703,13.36518977,355.871886120996,27.27,-9.64,,8.18,0.4235315995254,K0,1.015,346.18831,5.60127,82.26222,3.082e-06,4.7101e-05,-1.618e-05
299,299,225134,,,,,0.06225145,-63.60066163,103.412616339193,-6.07,-2.05,,8.44,3.36713237041501,F5V,0.508,45.97371,0.74931,-92.62842,-8.7e-07,-3.057e-06,-4.56e-07
300,301,225132,9098,,2    Cet,,0.06232565,-17.33597002,69.8812019566736,28.57,-7.28,-5,4.55,0.328198168798882,B9IVn,-0.047,66.69789,1.08839,-20.82279,-5.773e-06,9.585e-06,-8.3e-07
301,300,225125,,,,,0.06232724,42.02349764,165.562913907285,76.50,10.12,,7.45,1.35518469310566,A3,0.244,122.9754,2.00679,110.83366,-6.438e-06,6.1302e-05,6.033e-06
302,302,225136,9099,,,,0.06434093,66.71220273,302.114803625378,7.86,-8.15,15,6.31,-1.09086003112141,M4,1.629,119.4241,2.01181,277.50169,1.6832e-05,1.1796e-05,9.372e-06
303,303,225137,,,,,0.06461062,57.37827711,194.174757281553,31.94,0.18,,8.15,1.70903614520596,Am...,0.316,104.66272,1.77054,163.54331,-6.51e-07,3.0058e-05,9.1e-08
304,304,225149,,,,,0.064653,22.29607151,162.337662337662,-1.47,-9.96,,8.27,2.21790356082213,A2,0.136,150.17909,2.54219,61.58972,2.992e-06,-1.106e-06,-7.252e-06
305,305,225155,,,,,0.06480418,-28.39376930,48.9236790606654,88.62,-17.68,,7.66,4.21240445731338,G5IV,0.741,43.03198,0.73013,-23.2646,-2.35e-06,2.098e-05,-3.688e-06
306,306,225158,,,,,0.06498266,-57.83035720,69.6378830083566,150.24,-58.93,,8.59,4.37577219953141,G2V,0.616,37.07178,0.63074,-58.94675,-1.77e-05,5.0424e-05,-1.0592e-05
307,307,,,,,,0.0653141,-42.55949968,61.4628149969269,90.57,6.60,,11.55,7.60693776468429,M0,1.260,45.26537,0.77407,-41.57071,8.68e-07,2.7004e-05,1.448e-06
308,308,225151,,,,,0.06556931,14.37891704,71.9424460431655,79.34,-21.72,,7.09,2.80507400127048,F0,0.303,69.67855,1.19621,17.86571,1.405e-06,2.7698e-05,-7.337e-06
309,309,225157,,,,,0.06572723,-45.28859728,217.864923747277,9.33,-7.70,,8.54,1.84906342768631,A7V,0.230,153.25315,2.63734,-154.82777,-5.948e-06,9.752e-06,-5.721e-06
310,310,225156,,,,,0.06582736,-43.19150360,81.6993464052288,106.17,-127.37,,9.58,5.01890708904771,G5V,0.700,59.5557,1.02645,-55.91821,-3.5246e-05,4.1447e-05,-3.6778e-05
311,311,225147,,,,,0.06583926,36.97021204,157.232704402516,15.02,18.05,,8.44,2.45728557824207,F0,0.456,125.60213,2.16517,94.5597,-8.47e-06,1.1304e-05,1.0991e-05
312,312,225146,,,,,0.06597319,61.10364174,10000000,-1.27,-2.43,,8.59,-6.41,B0Ibp,0.360,4831546.63886,83457.51987,8754952.42241,0,0,0
313,313,225167,,,,,0.06607347,-48.12518732,94.1619585687382,23.52,0.78,,8.01,3.14062258372725,F3/F5V,0.406,62.8442,1.08718,-70.11347,7.9e-08,1.0739e-05,2.37e-07
314,314,225150,,,,,0.0661151,20.95381941,179.21146953405,-32.62,-37.12,,8.29,2.02317099468789,G0,0.540,167.33496,2.89667,64.08877,1.2021e-05,-2.8135e-05,-3.0115e-05
315,315,225168,,,,,0.06614732,-71.27863488,149.925037481259,7.29,-33.58,,9.62,3.74062916958274,F8V,0.657,48.11365,0.83328,-141.9926,-2.3202e-05,4.897e-06,-7.833e-06
316,316,225161,,,,,0.06673311,12.14583388,182.481751824818,17.89,-15.14,,7.26,0.953902792421847,F0,0.355,178.36971,3.11655,38.39428,2.541e-06,1.5872e-05,-1.3093e-05
317,317,225169,,,,,0.06683546,-80.39507010,180.831826401447,54.80,-18.63,,7.91,1.62362565652349,F0III/IV,0.314,30.16781,0.52791,-178.29686,-1.694e-05,4.7749e-05,-2.724e-06
318,318,225166,,,,,0.06731164,-38.59474913,483.091787439614,-8.65,-1.93,,9.45,1.02985172728459,G8/K0IV,1.115,377.51511,6.65331,-301.3565,-2.462e-06,-2.0303e-05,-3.532e-06
319,319,225160,,,,,0.06772121,62.22195138,833.333333333333,-2.24,-0.49,,8.19,-1.41409376976187,O8e,0.260,388.31204,6.88524,737.29966,1.911e-06,-9.016e-06,-9.22e-07
320,320,,,,,,0.06808456,-16.99764075,154.320987654321,33.37,-0.43,,12.14,6.19787502935297,F1:,,147.5563,2.63039,-45.11301,-5.38e-07,2.4958e-05,-3.07e-07
321,321,225175,,,,,0.06884474,-25.89254967,101.214574898785,110.27,-46.78,,8.93,3.90378472293814,G2/G3V,0.607,91.03931,1.64102,-44.19886,-1.0996e-05,5.3915e-05,-2.0648e-05
322,322,225170,,,,,0.06901162,56.92100467,254.452926208651,-15.65,-8.76,,7.65,0.621962751877134,G8IV,0.992,138.85642,2.50901,213.2109,9.401e-06,-1.9137e-05,-5.897e-06
323,324,225181,,,,,0.0695029,17.43668381,122.249388753056,-54.40,-16.60,,8.53,3.09376651835661,F5,0.491,116.61255,2.12209,36.63223,3.533e-06,-3.218e-05,-9.385e-06
324,323,225172,,,,,0.06951519,49.87020726,162.60162601626,-8.01,-10.94,,7.38,1.32437557887708,K0,1.003,104.78285,1.90715,124.32298,6.707e-06,-6.192e-06,-5.557e-06
325,325,225173,,,,,0.06957517,39.12012608,69.060773480663,110.39,-92.11,,8.56,4.36384280930564,F8,0.615,53.57017,0.97587,43.57378,1.878e-05,3.7305e-05,-2.3924e-05
326,326,,,,,,0.06965601,11.26438632,1219.51219512195,-5.58,-4.80,,8.76,-1.67093073808142,M0,1.692,1195.82097,21.80929,238.21534,6.143e-06,-3.2881e-05,-2.783e-05
327,327,225184,,,,,0.06974409,-04.92610737,490.196078431373,24.09,-1.72,,9.56,1.1081508371295,A2,0.390,488.30401,8.91691,-42.09358,-1.396e-06,5.7229e-05,-4.072e-06
328,328,225187,,,,,0.06996871,-30.13491782,235.849056603774,21.90,2.05,,7.09,0.226829282963664,B8V,-0.085,203.9388,3.73612,-118.40516,7.17e-07,2.5056e-05,2.027e-06
329,329,225185,,,,,0.07009162,-10.14127928,108.695652173913,143.74,66.59,,9.83,4.64893913672778,G5,0.699,106.97944,1.96328,-19.13869,4.787e-06,7.584e-05,3.4539e-05
330,330,225180,9100,,9    Cas,,0.07046214,62.28766460,1123.59550561798,-0.99,-0.37,-18,5.90,-4.35304996677544,A1III,0.274,522.4197,9.63814,994.71182,-6.676e-06,-5.516e-06,-1.7234e-05
331,331,,,,,,0.07063409,-26.95235161,531.914893617021,7.81,-13.88,,10.80,2.1707892463184,Gp,0.882,474.05923,8.76728,-241.09008,-1.6591e-05,1.9835e-05,-3.1903e-05
332,332,225189,,,,,0.07072227,-34.41465369,151.975683890577,67.55,-25.56,,8.41,2.50112946806978,F6V,0.563,125.35373,2.32119,-85.89331,-1.1562e-05,4.956e-05,-1.5534e-05
333,333,225186,,,,,0.07086983,-17.42485068,180.505415162455,-13.47,-16.35,,9.05,2.76754882364215,A1/A2IV/V,0.160,172.19247,3.19517,-54.05318,-4.064e-06,-1.1864e-05,-1.365e-05
334,334,240489,,,,,0.07092391,60.15501928,14285.7142857143,-4.86,-1.66,,8.79,-6.21,B0,0.080,7108.13248,131.9978,12391.07185,0,0,0
335,335,225182,,,,,0.07106789,14.08162325,179.533213644524,20.54,-35.20,,8.88,2.60927597586865,A0,0.253,174.10811,3.23974,43.68113,7.119e-06,1.8012e-05,-2.9714e-05
336,336,225179,,,,,0.07110448,65.15296110,680.272108843537,11.16,10.56,,7.59,-1.57341332625912,K5,1.680,285.79891,5.32079,617.30123,-3.228e-05,3.6208e-05,1.4633e-05
337,337,,,,,,0.07115035,-25.91498946,84.24599831508,-136.68,-190.18,,9.60,4.97225359477296,G5,0.750,75.76136,1.41137,-36.81862,-3.2898e-05,-5.6442e-05,-6.9859e-05
338,338,,,,,,0.07115659,66.34913841,10000000,-0.62,-5.20,,10.66,-4.34,B,1.450,4010927.27392,74727.21259,9160069.77303,0,0,0
339,339,225203,,,,,0.07124759,-59.31518062,242.718446601942,21.79,-4.11,,8.55,1.62448608016567,A1V,0.037,123.84133,2.31022,-208.73483,-4.636e-06,2.5556e-05,-2.467e-06
340,340,225201,,,,,0.07158887,-43.98832631,67.0690811535882,5.43,-53.62,,8.11,3.97738821726497,F6V,0.484,48.24647,0.90433,-46.58026,-1.2138e-05,1.538e-06,-1.2543e-05
341,341,225199,,,,,0.07183318,-23.25395215,1724.13793103448,-0.26,-5.18,,9.44,-1.74286003218531,G8IV,1.069,1583.79572,29.78818,-680.70212,-1.7049e-05,-2.494e-06,-3.9777e-05
342,342,225198,,,,,0.0719322,-20.56874520,126.262626262626,29.29,-51.95,,9.60,4.09362590794747,G0V,0.549,118.19259,2.22604,-44.35997,-1.1507e-05,1.7714e-05,-2.977e-05
343,343,225197,9101,,,,0.07215592,-16.52888969,88.5739592559787,53.77,-60.27,-27,5.78,1.04346970962484,K0III,1.084,84.89861,1.60395,-25.19918,-3.4265e-05,2.2444e-05,-1.6953e-05
344,344,225192,,,,,0.0722432,40.10995515,146.627565982405,-4.17,-2.78,,10.66,4.8289218732824,M5e-M7e,1.500,112.12209,2.12084,94.46576,1.328e-06,-2.939e-06,-1.511e-06
345,345,225200,9102,,,,0.07230497,-29.26883006,129.032258064516,29.15,3.44,28,6.38,0.826508512531552,A1V,0.006,112.53923,2.13055,-63.08489,2.5682e-05,1.8723e-05,-1.2123e-05
346,346,225202,,,,,0.07252055,-53.90948292,189.753320683112,59.80,20.09,,8.80,2.40905307606273,K1III,1.031,111.75644,2.12204,-153.33726,1.3886e-05,5.5281e-05,1.0885e-05
347,347,225190,,,,,0.07257999,54.27460172,406.50406504065,7.15,-4.35,,7.79,-0.255324464483103,B3V,-0.089,237.31533,4.50986,330.01007,6.69e-06,1.4219e-05,-5.005e-06
348,348,225194,,,,,0.07258669,12.95705512,59.5592614651578,317.80,97.64,,8.60,4.72525348069024,G5,0.640,58.0323,1.10292,13.35441,-8.063e-06,9.162e-05,2.7473e-05
349,349,225206,,,,,0.07302629,-29.38157885,243.90243902439,20.68,2.45,,7.77,0.833919283598678,B8/B9V,-0.058,212.49081,4.06294,-119.66429,9.53e-07,2.4474e-05,2.524e-06
350,350,,,,,,0.07328727,-57.32287483,47.3036896877956,-36.89,74.23,,10.37,6.99552491485704,,1.100,25.53476,0.48998,-39.81676,1.4487e-05,-8.182e-06,9.19e-06
351,351,225208,,,,,0.07350819,-47.06812971,44.404973357016,293.22,33.72,,9.80,6.56284193089654,K0V,0.855,30.23988,0.58202,-32.51172,4.098e-06,6.3209e-05,4.944e-06
352,352,,,,,,0.07400679,58.06878245,76.9822940723634,436.94,-37.12,,10.42,5.98804575536514,,0.800,40.70835,0.78882,65.33361,8.595e-06,0.000163258,-7.326e-06
353,353,,,,,,0.07406872,-44.56734318,174.825174825175,233.90,22.05,,11.63,5.41698014396512,,0.971,124.5266,2.41501,-122.68306,9.267e-06,0.000198447,1.3313e-05
354,354,236288,,,,,0.07488954,51.82930460,332.225913621262,2.09,-5.35,,9.22,1.61283247796922,K0,1.001,205.27827,4.0252,261.18707,6.706e-06,3.498e-06,-5.324e-06
355,355,225212,9103,,3    Cet,,0.07503398,-10.50949443,492.610837438424,-6.49,-11.88,-42,4.99,-3.47251981043394,K3Ibvar,1.619,484.25369,9.51383,-89.85145,-4.7094e-05,-1.6426e-05,-2.0059e-05
356,356,225211,,,,,0.07504679,-06.96533727,101.112234580384,-42.55,-17.21,,8.43,3.4059814579859,G0,0.611,100.34662,1.97178,-12.26176,-6.13e-07,-2.0872e-05,-8.373e-06
357,357,225233,9106,,,,0.07514627,-72.89722070,91.5750915750916,11.31,-41.13,8,7.33,2.52111319184359,F2V,0.444,26.9258,0.52978,-87.52552,-1.5141e-05,4.723e-06,-1.3189e-05
358,358,225235,,,,,0.07595728,-76.34653399,1052.63157894737,15.43,17.25,,8.93,-1.18138197355576,G8III,1.025,248.42351,4.94069,-1022.88542,8.3954e-05,8.0422e-05,2.0778e-05
359,359,225236,,,,,0.07628461,-76.87353696,58.5137507314219,177.47,-15.22,,9.09,5.25371031360369,G3/G5III/IV,0.639,13.28588,0.26537,-56.98485,-5.208e-06,5.0246e-05,-9.8e-07
360,360,,,,,,0.07636748,71.96854252,214.132762312634,-3.02,0.31,,9.26,2.60658440283056,K2,1.162,66.26921,1.32509,203.61599,-2.43e-07,-3.14e-06,9.9e-08
361,361,225231,,,,,0.07652,-71.69499867,294.117647058824,10.85,-3.02,,8.73,1.38739458521128,K0III,1.036,92.35656,1.85041,-279.23472,-4.397e-06,1.5384e-05,-1.352e-06
362,362,225227,,,,,0.07670956,-19.43786312,10000000,-11.31,-12.14,,9.18,-5.82,K2III,1.169,9428127.94405,189365.98687,-3327843.74535,0,0,0
363,363,225217,,,,,0.07678062,43.55131855,465.116279069767,-4.57,-2.54,,8.12,-0.217807700421973,C5II,2.530,337.02842,6.77556,320.46697,4.152e-06,-1.0222e-05,-4.15e-06
364,364,225226,,,,,0.07680233,-15.88920125,502.51256281407,-3.21,-11.15,,9.26,0.754265382048533,K0III,1.149,483.21533,9.71722,-137.57685,-7.277e-06,-7.967e-06,-2.6124e-05
365,366,225229,,,,,0.07683119,-31.16905083,628.930817610063,11.34,0.38,,8.94,-0.0530143783977426,K1IV,1.181,538.03199,10.82362,-325.51251,-9.5e-08,3.4579e-05,9.91e-07
366,365,225218,9105,,,,0.07683225,42.09256148,515.463917525773,-11.94,-12.73,-8,6.11,-2.45099135034887,B9III,0.159,382.42925,7.69346,345.53107,1.5848e-05,-2.9523e-05,-2.9089e-05
367,367,225254,,,,,0.07704096,-81.34531911,724.63768115942,1.33,0.45,,9.13,-0.170604567993815,A2/A3IV,0.239,109.0205,2.19916,-716.38639,1.468e-06,4.702e-06,2.37e-07
368,368,225221,,,,,0.07707171,02.93722463,207.03933747412,20.68,1.42,,7.90,1.31973565375756,K2,1.249,206.72525,4.17172,10.60906,-4.91e-07,2.075e-05,1.423e-06
369,369,,,,,,0.07726045,29.72229656,793.650793650794,-6.00,-6.91,,9.34,-0.158147274412183,K0,0.950,689.09603,13.94006,393.48941,1.3645e-05,-2.2813e-05,-2.3087e-05
370,370,225251,,,,,0.07729352,-51.58336438,406.50406504065,9.42,14.58,,7.13,-0.915324464483104,K1III,1.260,252.53987,5.11094,-318.50125,2.2131e-05,1.9014e-05,1.7853e-05
371,371,,,NN 3005,,,0.07735527,-50.03593839,1234.56790123457,16.26,5.45,,10.82,0.362425094393251,M5,1.021,792.80898,16.05781,-946.23145,2.3023e-05,9.7799e-05,2.095e-05
372,372,225252,,,,,0.07770637,-70.40421693,240.963855421687,83.78,-17.85,,7.46,0.550240483560464,K0/K1III,1.072,80.79827,1.64394,-227.00774,-2.163e-05,9.7445e-05,-6.993e-06
373,373,225224,,,,,0.07773199,-08.18490648,719.424460431655,1.18,-19.23,,8.72,-0.564925998729523,K2,1.508,711.94879,14.49029,-102.42315,-9.629e-06,3.92e-06,-6.6382e-05
374,374,225220,,,,,0.07780296,34.26519797,163.132137030995,-15.80,-30.38,,7.02,0.957302372592076,K0,1.100,134.79102,2.7459,91.84733,1.3778e-05,-1.2216e-05,-1.9855e-05
375,375,,,,,,0.07781958,34.27150566,163.132137030995,123.40,-59.91,,9.08,3.01730237259208,,,134.7809,2.74628,91.86217,2.4685e-05,9.811e-05,-3.9152e-05
376,376,225242,,,,,0.07810426,06.52258527,247.524752475248,-68.65,-55.87,,8.37,1.40190682555302,K0,0.881,245.87115,5.02818,28.11753,9.298e-06,-8.2202e-05,-6.6606e-05
377,377,225253,9108,,,,0.07812589,-71.43685835,175.438596491228,30.00,-13.62,-3,5.59,-0.630625721637542,B8III,-0.100,55.83911,1.14225,-166.31112,-1.2476e-05,2.5264e-05,-7.79e-07
378,378,225241,,,,,0.07812793,14.96533616,87.2600349040139,7.51,-42.24,,7.37,2.66592308815686,F5IV,0.422,84.28273,1.72414,22.53356,4.548e-06,3.27e-06,-1.7261e-05
379,379,225216,9104,,,,0.07828819,67.16638761,97.0873786407767,95.58,23.80,-27,5.68,0.744186123525862,K1III,1.051,37.66745,0.77213,89.47919,-2.1956e-05,4.4544e-05,-2.1102e-05
380,380,225240,,,,,0.07853087,17.06977988,136.054421768707,73.31,-18.46,,8.56,2.89143669542098,G5,0.792,130.03346,2.67377,39.93689,2.579e-06,4.8415e-05,-1.1639e-05
381,381,225237,,,,,0.07901243,51.53385066,406.50406504065,10.28,-5.27,,8.72,0.674675535516897,A2,-0.014,252.81263,5.23027,318.28284,7.71e-06,2.0421e-05,-6.46e-06
382,382,225265,,,,,0.07921087,-32.36102308,240.384615384615,-18.85,-9.18,,9.06,2.15546665313372,F0V,0.368,203.00736,4.21043,-128.66641,-5.269e-06,-2.208e-05,-9.036e-06
383,383,225244,,,,,0.07925813,00.05649086,245.098039215686,3.47,4.68,,8.82,1.8733008154494,F0,0.433,245.04515,5.08535,0.24165,-9.1e-08,4.121e-06,5.56e-06
384,384,225243,,,,,0.0795241,01.53694172,171.232876712329,-18.84,-19.35,,8.18,2.012064235562,A5,0.376,171.13417,3.56341,4.59271,7.56e-07,-1.5626e-05,-1.6056e-05
385,385,,,,,,0.07967692,38.17382611,106.723585912487,22.27,-64.96,,9.39,4.24869795443889,G5,0.735,83.88135,1.74996,65.96044,2.0526e-05,1.1952e-05,-2.642e-05
386,386,,,,,,0.08026323,68.18869710,10000000,-0.94,-1.15,,9.10,-5.9,B2,0.652,3714689.7022,78067.76156,9284125.47529,0,0,0
387,387,225259,,,,,0.08054272,38.78622411,621.11801242236,-3.01,-4.25,,8.46,-0.505870619840749,F2,0.556,484.04678,10.20814,389.07851,8.205e-06,-8.892e-06,-9.974e-06
388,388,225262,,,,,0.08068384,06.41668139,183.150183150183,-9.52,-11.96,,9.15,2.83596321352369,A3,0.394,181.96222,3.84415,20.46854,1.365e-06,-8.425e-06,-1.0552e-05
389,389,225264,,,,,0.08078072,-29.63304603,176.991150442478,21.46,2.90,,8.28,2.04024223909719,A0IV,0.002,153.80805,3.25327,-87.51208,8.4e-07,1.8434e-05,2.162e-06
390,390,,,,,,0.08078348,50.23487696,205.761316872428,-4.54,-2.23,,11.67,5.10318134631147,F7,,131.58412,2.78329,158.16317,1.805e-06,-4.491e-06,-1.422e-06
391,391,225258,,,,,0.08079734,43.97079063,143.884892086331,-91.44,-29.53,,8.18,2.38992402295057,G0,0.430,103.5299,2.19026,99.89806,1.5646e-05,-6.3463e-05,-1.4823e-05
392,392,225260,,,,,0.081101,30.08593131,95.5109837631328,71.44,-33.54,,7.93,3.02973340839421,F5,0.478,82.62459,1.75456,47.87949,7.08e-06,3.3235e-05,-1.3437e-05
393,393,236292,,,,,0.08121811,51.98257157,327.868852459016,25.30,5.99,,9.21,1.63149919673393,K0,0.964,201.88915,4.29338,258.30276,-8.353e-06,4.0043e-05,5.863e-06
394,394,225239,9107,NN 3002,,,0.08144852,34.65955259,36.7917586460633,769.11,100.49,6.4,6.09,3.26124726198238,G2V,0.632,30.25602,0.64525,20.92343,-7.732e-06,0.000137041,1.8464e-05
395,395,225282,,,,,0.08147751,-30.25661295,317.460317460317,17.66,3.82,,8.31,0.801552768948003,A0IV/V,0.036,274.15265,5.84877,-159.95989,2.381e-06,2.7234e-05,5.077e-06
396,396,225283,,,,,0.08164042,-31.99660262,343.642611683849,2.70,-20.85,,7.83,0.149464944929536,K2III,1.256,291.36969,6.22851,-182.08555,-1.8496e-05,4.103e-06,-2.9456e-05
397,397,225275,,,,,0.08168672,52.24894130,268.096514745308,13.22,-3.38,,8.72,1.57854415904344,A0,0.082,164.0997,3.50989,211.97808,3.105e-06,1.7251e-05,-2.689e-06
398,398,225257,,,,,0.08193512,58.53217392,469.483568075117,9.06,-3.04,,6.61,-1.74810198280631,B3V,0.025,245.02328,5.25669,400.43823,5.457e-06,2.0741e-05,-3.611e-06
399,399,225276,9109,,,,0.08220199,26.64879958,187.265917602996,112.32,-14.52,-5,6.25,-0.112293714857217,K4IIIb,1.368,167.33438,3.60166,83.9926,-8.52e-07,0.00010197,-1.4074e-05
400,400,225261,,NN 3003,,,0.082244,23.26964739,25.6016385048643,382.15,-7.45,,7.82,5.77866119475918,G9V,0.755,23.51364,0.50636,10.11415,-6.55e-07,4.7425e-05,-8.49e-07
401,401,240493,,,,,0.08228172,56.05695930,286.532951289398,-3.60,-3.83,,8.66,1.3741271347959,K5,1.614,159.95384,3.44614,237.70575,4.52e-06,-4.904e-06,-2.97e-06
402,402,225273,,,,,0.08232957,64.78140759,166.112956810631,-8.63,5.09,,8.15,2.04798245628912,F5,0.475,70.75978,1.52538,150.28053,-3.557e-06,-7.027e-06,1.746e-06
403,403,225280,,,,,0.08248028,-18.17850304,86.5051903114187,-14.70,-91.68,,8.97,4.28478917042255,G3V,0.674,82.16848,1.77456,-26.98775,-1.1858e-05,-6.422e-06,-3.6527e-05
404,405,236293,,,,,0.08263399,51.18064908,645.161290322581,0.39,-2.30,,8.15,-0.89834150914854,K2,1.201,404.33567,8.74857,502.66212,5.576e-06,1.34e-06,-4.509e-06
405,404,225291,,,,,0.08264115,45.67395209,68.8231245698555,17.18,-65.33,,7.47,3.28132807149011,F8V,0.550,48.07825,1.04035,49.23435,1.5464e-05,6.067e-06,-1.523e-05
406,406,,,,,,0.08292832,26.72525618,598.802395209581,22.95,2.43,,8.63,-0.256417644262081,M0,1.570,534.70823,11.61065,269.28907,-4.617e-06,6.6535e-05,6.3e-06
407,407,225299,,,,,0.08295163,-70.21220744,45.2693526482571,52.32,-97.72,,8.13,4.85097857935718,G5V,0.710,15.32175,0.33279,-42.59632,-2.0423e-05,1.104e-05,-7.259e-06
408,408,225274,,,,,0.08300179,57.46874679,226.757369614512,23.21,-3.47,,8.23,1.45219294733919,G9III,0.986,121.91215,2.64954,191.17873,2.66e-06,2.5577e-05,-2.051e-06
409,409,225300,,,,,0.08307259,-70.49241628,117.785630153121,-0.59,-27.33,,8.41,3.05453845121976,F5V,0.461,39.32304,0.85534,-111.02441,-1.4698e-05,-6.56e-07,-5.211e-06
410,410,225292,,,,,0.08364842,27.67479979,131.061598951507,83.36,-6.57,,6.47,0.882622689774402,G8II,0.946,116.04005,2.54157,60.87189,7.78e-07,5.2992e-05,-3.696e-06
411,411,,,,,,0.08377555,33.36001239,10000000,1.24,-1.16,,9.83,-5.17,K5,1.540,8350309.71711,183171.6012,5498979.52284,0,0,0
412,412,225271,,,,,0.0838372,66.51678960,161.550888529887,43.49,0.09,,8.64,2.59845324510059,F5,1.300,64.35934,1.41281,148.17074,-8.12e-07,3.4049e-05,2.8e-08
413,413,225297,,,,,0.08402276,-36.01527326,50.5561172901921,210.16,62.72,,7.73,4.2111314363058,G0V,0.537,40.88294,0.89945,-29.72704,7.903e-06,5.1692e-05,1.2433e-05
414,414,12,,,,,0.08414982,-59.82810463,510.204081632653,-1.51,-6.84,,8.64,0.101280356782382,G6III,0.889,256.36427,5.64871,-441.08236,-1.4539e-05,-4.055e-06,-8.502e-06
415,415,225293,,,,,0.0842532,09.28002796,119.331742243437,9.88,-27.69,,8.94,3.55622009315138,F2,0.415,117.74127,2.59749,19.24341,2.456e-06,5.771e-06,-1.5808e-05
416,416,225294,,,,,0.0842934,01.03782858,114.54753722795,108.93,-48.88,,8.84,3.54507121852785,G5,0.759,114.50085,2.52721,2.07474,-8.43e-07,6.0484e-05,-2.7138e-05
